rainfall,temperature,soil_moisture,soil_pH,nitrogen,phosphorus,potassium,irrigation,crop_area,fertilizer,pesticide,sunlight,humidity,altitude,wind_speed,groundwater,crop_diversity,mechanization,yield_variance,avg_yield
700.1,33.66,29.56,5.4,70.23,61.8,18.96,16.9,378.51,208.14,22.04,9.79,22.19,566.9,19.08,61.08,0.58,18.57,8.45,9.97
879.1,31.79,61.93,5.88,22.12,107.85,29.54,78.22,115.75,100.09,20.07,8.8,65.2,427.2,43.34,76.39,0.72,26.23,6.59,2.2
1535.23,37.5,65.14,4.07,135.14,118.46,48.46,72.43,139.21,160.61,24.17,8.29,41.8,129.19,12.29,95.62,0.59,43.39,8.19,9.7
1836.14,37.98,29.3,7.78,28.87,108.93,52.5,85.9,464.37,108.38,28.28,9.8,65.75,1763.11,31.47,60.56,0.8,11.44,1.62,1.13
200.59,16.09,62.68,4.51,93.83,33.4,83.48,39.96,223.29,47.07,45.23,6.6,60.31,928.82,26.07,17.99,0.15,94.66,6.3,6.57
1196.84,39.47,52.72,5.54,84.87,100.27,106.12,25.91,293.52,163.17,18.91,10.85,65.99,2536.84,31.11,58.36,0.38,91.36,0.76,2.97
234.14,37.68,27.54,8.17,75.95,115.18,95.55,53.02,84.97,29.49,3.87,5.31,92.37,2263.63,26.57,80.38,0.59,6.51,1.9,1.82
1276.25,19.93,47.52,8.28,120.68,129.01,60.26,53.31,369.94,69.49,15.5,11.24,27.64,2302.47,8.48,86.77,0.04,37.83,2.25,5.13
1624.51,36.74,39.34,4.51,67.21,116.57,70.25,95.37,187.77,101.43,33.93,5.41,94.95,2251.5,49.83,46.39,0.7,5.27,1.49,6.98
1122.95,26.26,22.69,4.15,20.07,124.08,111.58,92.5,343.81,67.34,39.79,5.42,95.54,2936.79,8.21,80.1,0.91,85.84,2.21,5.81
279.78,34.27,12.11,4.52,75.04,50.02,145.95,78.39,266.18,131.87,4.17,11.11,99.17,995.41,32.57,9.19,0.92,20.53,2.71,7.26
1014.77,29.34,63.8,7.92,108.62,96.5,88.9,62.62,26.43,43.09,15.1,7.95,79.82,1961.7,5.33,7.38,0.9,12.17,0.84,3.59
1101.1,15.67,37.46,8.68,140.02,107.16,31.21,85.04,226.21,224.81,23.02,7.77,41.04,1077.79,11.78,12.9,0.64,34,8.01,1.04
1888.08,37.11,32.65,5.79,100.31,16.36,126.35,97.15,188.48,169.86,11.09,8.16,58.05,1825.77,20.82,6.81,0.91,64.77,9.38,4.38
630.08,11.57,64.78,6.87,87.66,94,122.7,35.95,191.51,180.91,45.72,8.99,60.55,1789.48,23.26,19.87,0.94,67.3,6.55,4.94
1619.45,31.55,52.9,4,107.55,45.76,92.93,54.03,175.08,138.35,18.08,5.11,69.71,2158.4,47.99,94.69,0.12,77.55,5.75,4.14
1949.75,12.49,30.99,8.17,94.18,133.2,29.82,23.06,418.21,74.75,22.66,9.53,24.42,1953.12,18.44,79.67,0.99,41.97,2.58,2.94
1247.16,21.5,18.03,4.42,84.14,111.6,126.16,81.11,50.15,56.24,23.84,6.08,93.47,211.51,21.55,58.71,0.22,32.66,3.43,3.45
452.97,34.52,47.99,8.79,16.04,25.62,95.71,38.8,344.12,110.76,34.61,8.11,95.44,1006.29,24.28,38.97,0.32,49.35,2.25,3.81
872.57,15.69,12.96,4.45,73.24,101.82,19.01,76.36,341.38,222.21,24.59,5.09,97.67,333.27,0.93,7.03,0.98,32.39,5.81,3.18
856.96,20.44,21.2,4.63,89.8,102.56,130.85,41.44,244.62,111.69,34.59,11.72,65.83,996.5,36.93,84.36,0.58,84.07,3.16,3.68
1559.62,10.87,59.33,6.59,42.86,118.94,144.49,53.85,70.67,106.08,5.36,9.49,34.87,2674,10.34,53.47,0.76,24.4,0.5,6.02
613.36,36.16,67.81,7.32,132.31,119.64,62.6,31.96,287.63,274.78,12.77,9.98,36.79,1611.28,34.22,13.66,0.72,16.48,5.33,9.89
1480.08,16.74,47.85,5.89,22.89,91.77,134.13,66.27,482.45,104.25,12.73,6.7,34.6,2815.69,32.05,30.17,0.87,72.14,3.25,9.95
300.01,34.51,31.44,7.54,49.59,61.61,143.29,31.25,112,107.18,13.46,6.32,29.72,1441.53,31.83,61.13,0.86,25.51,2.43,4.46
1774.05,21.7,33.87,5.23,53.32,11.09,88.77,38.67,107.11,296.6,27.33,7.39,83.66,250.67,25.21,74.86,0.48,37.33,6.15,4.87
1827.96,36.29,44,6.13,20.43,121.93,114.73,63.58,137.39,56.2,28.75,9.13,80.85,1800.44,1,72.61,0.28,88,1.56,3.92
565.6,21.48,50.52,6.85,22.53,46.53,103.44,89.27,8.72,282.81,48.48,5.47,83.24,501.91,39.91,93.51,0.63,61.52,3.85,5.76
1747.53,32.06,21.76,7.16,64.32,94.82,41.98,93.15,140.66,186.69,6.67,5.42,66.08,1472.77,46.49,18.6,0.89,4.72,5.53,5.88
1544.82,32.88,74.65,8.33,140.79,60.47,101.71,34.51,228.09,168.82,8.96,10.12,61.75,1768.5,13.32,69.89,0.5,16.6,9.62,9.42
1956.69,14.13,35.29,4.14,96.04,54.93,49.6,94.9,267.51,37.33,2.95,8.34,93.79,878,10.16,27.61,0.89,77.25,6.07,2.23
286.41,26.14,24.73,6.18,119.97,97.51,109.34,92.91,131.37,292.49,43.91,8.32,89.24,2377.97,4.96,48.21,0.46,11.51,4.04,9.88
1049.2,28.73,46.46,7.67,149.31,116.23,66.57,25.35,362.15,65.77,31.86,8.52,83.26,1502.93,19.69,72.89,0.1,71.91,3.9,4.27
1778.81,37.57,61.2,4.1,96.09,76.76,109.55,94.47,419.37,76.79,2.64,5.84,25.82,800.18,18.29,42.91,0.84,85.09,8.45,6.67
1488.11,10.59,66.53,8.8,55.77,103.58,71.37,72.12,295.15,70.74,16.6,11.09,81.54,2938.69,23.25,5.61,0.74,25.11,1.61,1.2
939.88,25.47,36.19,4.03,140.28,75.65,116.09,66.7,322.97,96.1,1.58,9.35,82.98,337.82,2.79,17.37,0.48,76.35,5.97,6.14
1737.16,36.96,46.13,5.22,58.03,23.67,120.35,62.6,19.68,93.84,33.01,7.65,38.32,2724.61,45.57,75.75,0.95,20.43,9.04,9.08
1440.81,28.43,58.74,8.91,115.37,131.32,18.01,15.6,393.62,119.95,40.4,9.61,97.97,283.26,36.41,74.27,0.58,41.03,0.97,3.85
1442.59,32,77.67,6.93,112.88,138.87,135.29,23.12,134.45,181.93,17.27,8.55,81.39,394.76,28.25,23.87,0,45.55,0.41,6.05
1385.09,25.77,52.29,8.38,94.03,94.28,125.37,59.93,184.31,113.37,21.04,11.82,29.95,162.64,3.6,19.48,0.64,57.16,3.64,2.35
1428.78,36.06,54.67,5.44,12.15,78.52,72.95,36.55,416.93,264.33,18.66,7.96,61.41,1148.24,48.74,31.56,0.18,38.52,9.9,4.26
1916.63,25.4,75.87,7.75,101.35,19.63,96.73,10.61,359.88,105.58,49.44,8.85,98.05,2187.48,9.23,98.31,0.6,56.56,3.76,3
502.87,37.69,18.63,8.72,72.1,104.59,104.17,26.97,31.07,209.93,18.12,10.62,79.6,2278.05,7.22,44.68,0.3,64.57,1.64,3.87
1632.02,15,43.97,4.62,77.27,133.41,33.89,11.86,42.36,143.85,45.15,7.26,90.81,50.8,34.55,21.1,0.79,64.71,1.19,5.96
1744.37,17.81,49.08,4.06,66.3,136.76,79.35,38.9,147.06,97.51,2.13,11.47,63.07,550.88,24.35,30.85,0.04,62.41,1.76,3.57
813.43,30.42,57.31,4.73,96.52,55.43,81.9,89.98,76.6,265.21,6.42,11.35,75.89,1702.63,33.82,28.94,0.57,59.45,4.38,2.91
463.82,30.66,62.18,6.66,47.38,44.13,127.67,38.47,423.46,65.19,26.98,9.55,35.72,2593.15,49.33,67.02,0.78,79.56,5.87,10
303.32,24.7,10.31,7.3,149.89,106.36,92.82,61.08,144.54,182.52,1.53,10.31,49.96,2381.16,33.48,82.66,0.2,94.67,8.79,1.75
1049.25,36.44,60,7.94,146.68,118.05,35.51,52.9,492.44,230.47,23.32,7.22,96.52,926.81,22.56,94.03,0.42,79.26,3.45,1.48
499.01,20.52,68.49,6.49,57.64,50.23,47.01,36.94,40.7,82.9,15.4,5.64,88.41,2985.19,36.69,52.36,0.51,40.33,6.16,7.36
1762.71,20.18,68.06,8.51,26.32,40.8,131.81,21.69,95.08,41.88,11.78,10.27,23.96,1298.86,4,42.02,0.72,36.41,7,7.63
634.41,31.7,68.22,5.26,38.28,17.92,56.66,57.27,371.42,192.02,40.62,8.75,84.58,2131.6,37.22,67.94,0.61,56.55,8.82,9.39
1976.56,21.11,31.78,5.83,72.34,36.98,88.96,86.88,425.41,43.19,21.86,6.05,99.08,202.4,42.45,20.46,0.15,10.19,6.33,8.19
1478.02,21.31,39.41,8.55,61.79,136.13,83.93,43.84,124.06,151.16,19.19,7.78,76.16,662.22,42.9,8.22,0.08,34.41,1.2,3.27
1078.03,37.25,47.65,4.03,26.36,30.05,17.38,44.09,386.68,205.98,29.75,5.42,20.39,1286.92,42.85,57.37,0.91,73.21,9.37,1.95
1822.01,34.67,18.3,8.17,139.06,77.14,62.45,64.81,318.81,272.25,43.08,8.39,20.33,1557,10.63,23.48,0.93,47.27,1.97,4.2
1927.74,39.28,72.69,7.95,10.43,56.88,83.11,32.88,387.24,68.13,16.96,11.75,37.76,2832.72,26.26,30.32,0.98,13.64,9.62,7.7
1899.25,26.44,61.72,8.25,122.45,50.54,28.21,41.54,45.56,180.06,34.94,8.02,87.89,1216.01,42.03,89.63,0.57,42.18,5.97,6.83
1478.23,11.56,74.87,8.98,91.44,58.68,34.71,70.1,180.91,241.16,1.25,8.79,36.07,1161.63,5.22,46.95,0.45,10.89,8.12,4.56
695.89,10.69,64.89,8.5,54.03,19.95,38.77,69.35,370.74,35.94,2.92,5.38,87.82,2906.23,48.72,30.73,0.97,25.55,1.56,9.29
974.05,35.57,10.73,7.2,68.67,145.6,107.22,37.18,361.45,158.05,22.64,11.98,50.87,868.81,26,88.54,0.43,12.12,7.78,1.28
994.1,30.97,51.77,7.54,49.18,122.9,40.06,32.17,203.62,241.14,41.01,9.7,48.31,2646,10.47,42.53,0.15,57.01,4.56,2.08
669.72,27.24,44.6,6.42,137.25,88.85,127.13,48.76,47.38,76.17,4.78,9.79,33.4,2043.16,28.92,30.02,0.17,27.66,1.55,7.27
1312.29,15.17,69.21,8.13,107.38,23.31,65.44,71.11,100.89,172.64,31.31,10.72,55.21,663.8,19.38,75.9,0.34,34.73,4.74,4.76
1133.38,12.83,24.86,8.86,141.57,97.62,56.53,49.1,166.7,206.66,45.11,8.16,56.74,1075.21,17.31,3.99,0.47,14.99,7.29,6.21
791.08,22.66,53.66,4.77,88.76,147.55,106.32,70.84,207.56,160.77,27.61,10.51,64.74,596.56,23.91,54.23,0.99,6.23,7.48,8.46
1541.05,19.69,59.19,7.63,81,122.8,31.38,64.34,50.77,30.74,47.06,8.71,76.24,2856.1,11.55,63.13,0.95,52.11,5.26,1.68
983.31,22.44,12.17,5.74,96.19,66.68,58.14,43.72,16.41,234.62,34.3,5.1,49.61,2487.1,24.97,61.53,0.91,68.74,0.62,3.4
225.76,31.63,27.73,4.78,143.87,104.65,43.65,91.45,171.25,179.02,29.41,10.19,65.73,2332.57,21.59,97.91,0.97,93.91,7.79,3.46
1701.68,30.56,25.74,5.64,81.82,86.26,30.47,36.34,253.94,23.21,28.49,10.35,34.55,1175.84,4.78,67.29,0.5,63.48,0.74,3.88
725.01,36.22,22.34,4.08,47.94,143.51,86.66,65.68,362.02,216.93,47.5,7.62,44.39,537.41,38.51,50.39,0.75,17.59,1.89,5.78
1445.4,28.72,26.24,6.63,129.34,27.72,66.99,35.78,456.45,33.05,12.11,5.21,93.58,1020.03,27.99,86.09,0.23,65.09,2.97,8.96
875.04,18.84,76.58,4.66,118.88,110.35,29.41,88.34,26.14,248.84,31.76,7.31,90.66,32.52,33.5,33.65,0.53,33.3,6.95,8.38
1451.59,37.73,29.71,6.96,14.19,33.38,54.21,48.29,349.74,80.92,16.26,11.32,63.6,2089.1,36.34,37.46,0.19,4.47,6.14,1.85
1679.19,11.75,65.15,4.36,102.82,130.66,60.78,42.53,262.97,13.3,21.13,5.91,71.2,1123.47,8.78,17.32,0.3,70.89,7.74,3.33
694.22,33.36,70.26,4.98,37.75,134.3,108.07,76.87,38.31,240.79,3.94,8.34,86,2730.76,5.46,95.28,0.71,88.35,8.37,1.71
296.72,24.06,22.38,6.39,94.83,44.45,29.21,21.45,231.39,274.69,5.26,9.28,66.88,1403.8,7.79,54.57,0.41,44.54,4,3.53
1697.04,29.6,23.08,8.85,20.58,112.07,73.7,44.9,326.92,190.96,35.78,5.93,89.64,223.79,39.96,56.11,0.81,97.68,5.54,6.84
593.84,12.22,24.86,4.44,110.48,59.77,68.16,18.55,260.42,196.6,21.5,7.71,70.71,1509.56,13.18,89.67,0.14,15.08,6.05,1.14
1798.92,37.22,73.44,4.08,99.87,140.21,35.3,93.02,159.66,84.79,49.85,11.27,81.18,34.4,3.42,26.04,0.26,60.95,3.68,5.13
449.75,37.78,25.26,8.32,137.34,100.93,79.46,29.29,498.64,299.43,12.33,11.11,39.52,865.25,36.12,86.94,0.69,94.53,0.98,7.39
969,22.52,58.69,6.1,108.87,94.87,130.34,81.81,18.16,281.61,7.87,6.57,94.83,2206.79,11.47,37.81,0.11,80.25,0.35,8.83
448.87,11.84,16.44,4.24,44.22,79.92,101.91,30.73,204.72,249.67,12.38,5.34,38.37,2829.31,1.95,25.23,0.45,71.83,2.6,6.17
451.68,26.3,24.23,4.14,52.55,61.11,95.89,93.52,130.96,259.11,12.43,11.46,48.72,50.39,4.27,28.33,0.65,90.16,3.65,2.96
1430.06,37.86,64.36,5.12,71.09,92.06,107.59,67.09,335.82,266.48,47.36,9.2,27.01,2744.07,47.64,41.48,0.76,24.89,5.46,8.41
385.13,30.73,34.69,5.99,146.13,21.93,70.6,58.84,350.4,280.9,35.01,10.77,73.24,692.3,25.19,33.44,0.1,6.87,0.49,5.93
1270.65,37.07,30.94,4.35,147.7,72.45,60.92,94.41,186.13,107.57,7.55,9.35,34.27,171.52,1.12,62.88,0.43,78.89,7.83,2.47
1611.17,35.91,54.79,5.38,13.61,113.24,102.91,32.15,80.23,42.01,4.9,7.37,80.58,1089.65,47.22,22.56,0.74,74.14,2.58,5.82
1779.98,20.98,77.11,4.11,45.51,87.62,106.83,78.48,377.01,243.8,49.93,11.49,82.9,814.76,37.41,7.99,0.85,15.86,6.34,8.31
784.64,34.21,20.93,5.54,148.93,78.17,52.11,42.31,446.09,149.32,48.08,11.73,43.46,1934,23.45,26.48,0.46,42.56,9.68,4.89
200.59,25.36,51.67,7.16,62.12,30.93,126.79,51.35,61.24,57.72,46.91,7.72,71.73,105.97,4.34,25.3,0.85,27.92,6.09,3.01
1389.14,30.38,65.1,8.68,61.01,141.85,106.29,68.74,226.22,14.24,10.87,10.21,51.31,2164.78,39.81,65.41,0.32,41.1,10,2.97
1860.18,33.01,54.69,6.11,96.37,122.22,52.14,19.66,480.51,43.77,46.52,11.83,70.99,2386.84,9.52,33.58,0.91,40.64,4.33,4.25
589.37,28.37,47.87,6.61,34.53,55.34,18.36,47.5,319.23,17.89,4.41,6.78,23.6,499.12,30.91,11.03,0.22,86.58,5.35,1.66
659.69,18.72,45.51,8.66,100.43,11.58,43.81,69.65,486.06,212.17,20.12,5.96,97.47,2211.15,41.13,34.33,0.32,37.28,5.34,3.83
519.82,31.13,59.28,5.49,61.55,43.36,101.42,47.98,299.56,82.54,12.91,7.65,20.54,2964.31,45.21,63.42,0.73,19.87,3.33,6.61
528.68,33.63,76.37,7.08,111.54,48.29,20.94,24.62,132.18,42.79,27.3,10.06,49.71,1132.3,37.11,85.59,0.42,70.37,2.42,4.4
1679.38,20.59,74.6,5.12,42.56,10.75,117.78,41.66,327.7,106.11,38.06,5.39,75.66,1868.17,30.45,72.26,0.1,31.56,2.5,4.64
901.34,23.04,52.93,8.94,39.93,19.94,99.08,70.89,484.48,114.07,41.46,7.39,45.11,1655.11,19.5,6.42,0.43,77.33,2.21,8.63
1490.76,14.48,49.48,5.71,92.33,102.11,63.01,62.17,13.69,200.6,10.86,10.19,64.98,2610.39,22.8,88.61,0.95,92.53,3.49,7.1
879.2,24.04,46.7,5.7,75.9,14.21,37.09,66.24,477.14,45.5,11.19,7.78,49.54,871.29,32.82,87.41,0.77,6.17,6.2,2.09
1248.42,18.9,53.53,7.98,114.58,90.76,44.05,55.55,270.92,131.25,13.92,11.63,85.53,2741.68,2.7,30,0.45,4.68,0.14,7.95
1395.76,24.56,42.38,4.68,132.55,39.06,61.56,64.3,58.63,112.2,49.32,10.36,74.12,2565.83,2.18,97.54,0.99,5.99,5.5,3.09
577.64,22.1,63.41,8.75,64.36,24.09,54.38,76.29,256.39,154.19,18.13,5.01,77.47,1556.66,1.3,46,0.13,2.54,5.9,7.96
312.99,37.82,45.88,6.22,57.19,65.92,82.29,75.96,366.95,33.7,46.69,8.97,34.69,322.92,49.04,68.77,0.88,17.88,4.33,9.22
1641.32,21.21,21.4,7.55,114.53,108.78,135.24,65.74,173.06,100.32,25.87,11.81,60.82,226.59,9.41,23.87,0.95,72.81,8.97,1.9
215.21,18.56,17.84,4.17,109.77,24.05,147.24,81.02,195.42,193.66,29.87,9.03,52.62,951.04,15.23,5.84,0.17,89.67,4.98,4.68
1800.31,32.34,30.16,4.92,15.25,74.76,82.16,27.98,69.57,181.53,49.83,11.38,36.32,1313.17,46.28,34.42,0.63,91.98,8.25,6.21
1464.9,16.1,31.22,7.35,139.34,85.97,67.49,97.84,153.58,286.09,37.51,7.95,74.77,218.29,36.02,57.07,0.15,47.42,2.19,7.14
1750,11.32,70.67,7.5,41.77,40.16,69.3,70.89,456.2,203.9,3.9,11.74,67.79,235.49,46.56,14.64,0.83,4.15,5.61,5.24
522.9,10.94,20.15,4.69,119.96,64.66,87.84,85.56,228,199.43,43.31,9.1,58.83,162.81,48.89,30.04,0.04,34.25,2.6,1.17
1057.07,33.57,21.69,5.05,57.15,16.86,10.62,68.67,241.37,268.03,19.54,6.24,35.52,2548.88,27.46,84.04,0.22,34.55,7.89,7.08
1959.12,35.18,59.49,4.37,97.27,119.3,101.05,40.55,285.95,256.51,28.27,8.12,65.38,528.25,28.33,34.01,0.31,55.29,3.16,9.22
516.22,21.58,48.91,8.09,114.29,56.87,32.16,78.25,25.93,184.23,34.43,5.93,73.35,552.04,48.8,43.89,0.92,14.27,6.11,2.17
367.68,24.05,28.62,8.51,76.01,129.97,19.42,74.96,80.1,38.6,17.8,11.26,98.44,1325.19,31.64,30.43,0.23,14.11,4.63,1.9
1366.73,19.24,74.05,4.93,34.55,59.72,124.68,87.02,331.99,244.29,45.6,8.38,92.22,560.36,19.29,74.6,0.42,43.85,8.5,4.47
890.1,33.57,61.71,8.5,123.25,76.58,35.18,89.61,48.07,39.79,49.18,10.63,27.61,2379.14,37.33,33.63,0.26,62.51,3.28,7.49
1226.49,16.97,60.79,8.51,147.8,145.79,40.51,14.98,190.89,299.61,47.03,9.68,37.11,2301.23,0.13,94.03,0.87,46.85,3.79,2.89
524.94,19.64,57.23,5.51,38.59,79.15,65.66,57.8,392.52,120.96,43.96,5.98,63.39,2217.04,13.63,17.75,0.91,14.4,3.76,2.81
493.84,33.84,21.95,8.88,59.83,109.1,46.34,26.83,25.1,85.18,20.58,10.97,23.68,2132.43,47.87,1.62,0.63,46.64,2.73,9.84
759.37,37.38,53.45,6.88,28.09,25.16,143.29,50.19,119.15,64.54,49.23,5.79,58.87,2363.12,2,1.23,0.43,40.26,7,3.28
1898.38,12.97,75.83,5.8,62.59,47.47,127.85,72.18,206.78,39.09,45.68,10.13,85.01,1806.47,9.39,80.27,0.2,98,7.82,9.23
1628.35,37.69,47.5,5.79,130.21,49.2,58.21,29.42,377.48,114.16,41.28,11.52,85.57,565.23,46.94,78.75,0.13,29.2,0.05,8.66
907.73,14.69,12.48,7.48,72.82,26.94,133.73,13.36,448.57,229.42,6.45,5.79,60.85,1352.33,19.38,61.68,0.05,71.53,7.54,8.47
658.5,35.29,57.62,7.63,141.38,115.7,57.83,39.92,254.93,194.88,48.44,9.13,40.62,1463.99,26.22,75.35,0.84,53.96,7.14,6.45
951.2,17.41,40.22,6.48,67.67,94.93,79.66,61.65,230.71,243.04,34.46,5.28,29.16,590.87,46.24,49.36,0.08,74.07,5.08,3.24
1085.1,19.77,13.01,8.1,113.42,15.09,116.09,20.97,483.88,165.82,3.59,7.3,79.62,1098.52,4.07,9.78,0.58,9.89,2.77,2.91
751.18,34.74,44.55,8.7,144.72,80.61,54.55,35.04,393.43,30.28,33.13,9.73,71.42,388.12,3.66,14.13,0.2,36.2,5.51,2
1124.81,30.98,55.44,6.23,144.07,89.88,49.03,21.47,71.01,142.4,30.45,10.01,45.84,1375.86,47.55,65.68,0.48,25.53,0.81,5.28
1230.72,37.04,49.41,8.58,44.67,71.83,41.31,57.66,140.86,168.48,3.69,7.44,27.93,1162.34,48.86,14.12,0.59,16.64,4.25,7.14
1789.68,37.82,37.91,4.09,13.86,74.45,104.74,71.72,261.43,273.02,42.26,10.5,26.88,1224.01,48.14,58.59,0.71,97.86,7.24,6.74
635.61,37.94,66.63,7.9,37.53,120.67,114.26,14.74,1.39,65.01,16.5,7.51,49.12,29.94,41.95,80.56,0.23,37.11,1.03,3.63
1390.11,17.41,56.56,6.19,68.42,94.52,93.33,97.04,131.2,168.12,12.81,5.31,93.07,2434.63,7.31,14.41,0.81,34.53,5.02,7.49
1348.57,18.37,59.53,4.53,117.15,62.2,83.38,87.41,130.95,19.36,7.3,6.45,75.31,1093.85,12.36,92.33,0.41,74.03,3.11,1.5
451.34,19.87,30.61,8.77,15.42,118.05,136.12,28.85,283.39,23.84,37.55,5.94,98.01,712.09,20.56,16.11,0.66,10.18,2.91,1.51
805.01,19.4,12.94,8.88,21.98,71.61,133.16,82.12,410.69,92.16,15.81,7.4,77.05,2827.38,10.54,91.25,0.98,80.55,3.82,6.16
1777.97,13.53,74.55,8.54,97.97,115.34,36.4,76.28,340.69,273.35,22.67,9.35,84.93,1293.62,48.35,3.69,0.09,12.44,6.74,7.35
260.16,18.52,32.15,5.21,19.24,34.8,131.03,50.76,370.91,162.31,32.18,11,35.17,2943.32,44.05,63.09,0.68,95.55,0.74,3.21
1907.31,21.27,47.53,4.67,106.54,85.53,89.63,90.2,163.44,183.6,44.75,11.6,47.97,280.3,17.14,21.04,0.02,23.13,1.55,9.02
857.92,16.05,20.66,4.35,26.74,110.88,136.15,79.12,449.33,33.7,22.09,6.41,20.19,1175.29,41.08,29.48,0.29,53.5,2.91,5.68
1080.09,13.88,11.21,6.19,48.41,131.25,10.97,27.98,229.43,204.39,12.89,11.81,94.93,2517.82,24.06,25.25,0.24,9.92,6.29,7.66
432.28,39.16,25.42,6.91,92.86,121.14,85.24,42.62,385.76,153.57,18.55,7.47,55.67,530.25,32.42,29.21,0.47,69.33,4.15,9.14
1482.63,20.04,39.96,7.11,32.91,128.67,51.94,99.46,185.54,293.57,18.78,11.39,47.75,1489.33,14.85,33.58,0.12,28.71,7.08,6.9
953.95,15.79,68.27,4.23,33.32,30.46,149.55,18.71,309.76,194.1,21.59,5.08,42.38,352.6,34.77,62.43,0.02,10.98,1.56,4.83
511.34,33.15,30.21,4.12,116.18,85.46,124.97,53.19,52.73,177.65,39.07,7.02,48.12,2251.25,30.2,52.71,0.56,82.16,9.44,9.77
893.99,39.54,28.27,7.26,83.18,87.55,18.94,10.31,182.06,187.67,2.48,11.67,42.9,1132.31,4.95,68.8,0.28,44.47,9.04,2.9
1296.49,33.49,20.36,7.53,68.69,65.23,91.38,54.49,370.91,167.49,20.45,11.3,33.82,2405.02,31.02,9.21,0.52,43.89,2.18,1.98
808.18,19.27,37.93,6.2,77.33,97.12,38.4,31.29,160.96,127.47,4.71,7.33,24.51,1595.91,45.64,10.02,0.42,98.68,2.07,2.66
385.36,20.95,10.8,6.89,55.71,42.63,14.93,89.87,221.28,97.5,9.53,10.07,75.49,1780.37,41.21,16,0.25,30.22,7.29,2.01
918.32,10.52,24.24,6.45,64.67,137.06,146.56,91.18,312.69,288.61,22.93,11.09,87.66,2907.1,19.59,9.25,0.81,37.36,9.75,4.44
1835.96,19.13,77.21,4.21,74.96,88.79,40.69,77.01,129.87,141.92,8.45,8.24,83.26,1971.73,46.22,80.4,0.27,67.39,9.61,9.34
1482.23,36.94,11.34,4.93,33.59,74.91,105.62,95.92,164.37,25.88,10.19,10.35,39.16,2366.35,42.57,55.46,0.23,38.55,3.16,1.49
1092.64,38.47,63.73,8.8,54.75,139.41,98.29,37.65,444.12,281.48,48.85,9.87,76.65,1303.93,36.25,98.58,0.06,87.49,8.22,7.91
1119.09,25.07,22.79,6.31,16.13,109.89,114.78,39.05,407.35,187.42,2.31,6.03,25.23,1115.1,29.16,62.35,0.3,48.48,0.23,8.44
1403.79,35.19,77.44,8.65,149.99,59.46,68.63,46.7,24.3,142.12,39.32,11.41,44.88,1060.66,16.74,25.43,0.62,85.5,9.75,9.35
813.47,37.65,33.53,7.11,48.17,147.21,90.77,93.22,1.98,173.21,6.27,11.23,24.18,1767.28,43.47,1.86,0.05,97.41,9.98,9.57
1237.8,22.14,37.82,8.73,64.69,68.92,128.47,98.76,402.07,121.7,10.84,6.28,73.95,582.1,31.25,4.21,0.47,64.33,4.81,1.07
1716.49,16.52,30.68,8.97,92.99,103.23,89.02,36.87,307.43,112.18,43.32,11.32,60.14,1388.25,5.74,37.14,0.35,22.5,6.22,8.37
1347.35,38.15,69.16,5.85,122.27,45.31,127.17,87.37,308.3,107.48,1.13,5.62,48.52,1384.6,47.51,36.34,0.17,98.44,3.1,8.9
1950.32,38.05,34.99,6.86,116.78,135.41,85.71,17.67,220.96,235.72,19.35,8.26,22.73,848.79,18.99,66.29,0.83,48.75,7.5,7.12
1528.48,10.82,55.99,5.87,139.9,131.74,132.55,10.12,481.11,98.32,7.13,11.47,76.62,1483.76,42.17,24.75,0.54,76.35,9.91,5.71
1801.24,33.8,16.02,6.02,62.41,145.16,18.85,78.64,447.96,142.77,34.38,8.09,63.7,772.22,35.84,12.04,0,99.63,0.56,3.51
545.45,11.27,27.56,6.02,96.17,73.33,18.6,97.83,467.93,173.83,21.94,5.97,47.64,844.97,23.96,89.63,0.79,1.77,3.97,5.27
1355.37,37.29,62.04,8.13,142.8,85.84,29.26,63.15,425.01,163.39,29.1,8.14,32.29,2804.2,29.64,77.43,0.01,4.58,5.13,5.48
753.18,29.22,57.03,5.32,59.06,97.28,79.81,51.69,26.43,110.86,38.72,10.86,53.34,2840.1,6.95,79.5,0.39,55.13,1.79,9.82
1078.49,30.74,27.07,6.16,89.26,41.64,124.97,86.94,333.85,189.7,11.73,6.69,95.17,988.47,3.75,43.75,0.54,97.39,7.59,6.16
788.64,31.68,45.92,7.9,134.11,32.87,98.54,19.67,367,289.32,5.06,5.54,31.63,2922.35,3.52,12.57,0.52,30.8,4.29,3.3
802.29,38.72,43.5,6.18,21.62,82.02,107.96,95.74,421.12,296,20.58,5.6,69.35,215.21,33.56,71.43,0.15,37.77,7.55,5.85
1295.05,18.17,35.62,4.89,103.29,37.41,55.56,61.56,216.44,111.6,36.75,7.47,65.37,2832.32,9.84,62.64,0.05,19.46,2.4,3.69
441.89,24.26,17.26,4.26,135.43,77.81,147.01,85.18,76.38,260.77,25.99,5.49,45.76,1096.35,13.66,67.23,0.6,80.45,0.93,2.5
677.19,39.34,29.23,4.17,49.04,115.54,71.96,45.14,490.23,246.79,43.55,11.95,70.19,191.39,16.58,73.61,0.38,90.69,9.43,3.72
1305.98,25.32,65.12,4.06,10.09,69.27,143.02,41.73,186.43,31.08,10.16,8.64,69.07,1990.27,6.52,40.66,0.75,9.63,5.15,3.34
